Title,Date,Start Time,End Time,Location,Description
University of Wisconsin-Madison School of Pharmacy APhA Alumni & Friends Reception,2025-03-22,17:00:00,19:00:00,Cumberland 1 - Omni Nashville,
APhA Fellows Social (Ticket Required),2025-03-22,17:00:00,18:00:00,209B - Music City Center,
Community-based Pharmacy Residency Program Networking Reception,2025-03-22,17:15:00,18:15:00,209A - Music City Center,"This networking reception provides an opportunity for all current and former CPRP Residency Directors, Preceptors, and Residents to gather. Join us for an informal reception to reminiscence with colleagues and share stories of CPRP progress and experiences with a welcome from an APhA Board of Trustee member. We will also recognize the 2025 Anne Burns Community-based Pharmacy Residency Award recipient. All are welcome!"
UT Austin College of Pharmacy and Texas Pharmacy Association Reception,2025-03-22,17:30:00,19:30:00,Legends Ballroom G - Omni Nashville,
The University of Oklahoma College of Pharmacy Reception,2025-03-22,17:30:00,19:00:00,Acoustic - Omni Nashville,
OSU College of Pharmacy Dean's Reception,2025-03-22,17:30:00,19:00:00,Martin's Bar-B-Que Joint,
Minnesota Reception,2025-03-22,17:30:00,19:00:00,Legends E-F - Omni Nashville,
APhA Corporate Supporters Reception (by invitation only),2025-03-22,17:30:00,19:30:00,Legends Ballroom A - Omni Nashville,
NANP Reception,2025-03-22,17:30:00,20:00:00,Grand View Terrace - Omni Nashville,
Pennsylvania Pharmacy Reception,2025-03-22,17:30:00,19:00:00,Legends Ballroom D - Omni Nashville,
The RSV Rundown: Expert Reports on Current Insights and Vaccine Recommendations,2025-03-22,17:30:00,19:15:00,Broadway Ballroom J-K - Omni Nashville,"Live in-person Symposium offered by Medscape with support from GSK. This program will deliver a 1.25-hour live in-person symposium during the 2025 APhA Annual Meeting & Exposition in Nashville, TN.  Th is symposium will be a Medscape Report , a live, hands-on, newsroom-style event hosted by a faculty anchor with a panel of up to 3 faculty “reporters” or guests. This 75-minute live report keeps the “breaking news” and expert discussion front and center. The program will focus on RSV vaccination data/trends, challenges, patient perspectives, current guidelines, debunking common misconceptions and will end with a Q&A. This program will be located at the Omni Nashville Hotel in Broadway JK. REGISTER NOW"
Presentation Theater: Preventing Arboviral Diseases in Travelers: The Role of Pharmacists,2025-03-22,17:30:00,19:00:00,Broadway Ballroom G-H - Omni Nashville,"Is your patient ready for travel? Join us for a presentation and discussion about some common arboviral diseases that may impact your patient travelers, and how pharmacists can help prepare them and reduce their risks for travel-related illness. SPEAKERS: Sheila Seed, PharmD, MPH, CTH, AFTM RCPS (Glasg), RPh; Ashley Flagg, PharmD Presented by Valneva"
Catholic Mass,2025-03-22,17:45:00,18:45:00,104AB - Music City Center,
"A Kentucky Evening with UKCOP, Sullivan, and KPhA",2025-03-22,18:00:00,20:00:00,Mockingbird 1 - Omni Nashville,
National Hispanic Pharmacists Association Meeting,2025-03-22,18:00:00,20:00:00,Cumberland 3-4 - Omni Nashville,
Walgreens Reception,2025-03-22,18:30:00,20:30:00,Music Row 5 - Omni Nashville,
APhA Presidents Reception and APhA-ASP Awards Reception,2025-03-22,19:00:00,20:00:00,Karl Dean Ballroom Foyer - Music City Center,
APhA-ASP Student Awards Celebration,2025-03-22,20:00:00,21:30:00,Karl Dean Ballroom - Music City Center,"Join the celebration as we will recognize outstanding student leaders and announce the recipients of the PharmFlix award, the National Patient Counseling Competition winners, and the Chapter of the Year award. The APhA-ASP Chapter Achievement Awards are supported by Walgreens."
Former Leadership Reception (Invitation Only),2025-03-22,20:00:00,21:00:00,209A - Music City Center,This reception is for current and former members of the APhA Board of Trustees and their guest.
West Virginia University School of Pharmacy Alumni and Friends Reception,2025-03-22,21:00:00,23:00:00,Mockingbird 2 - Omni Nashville,
Registration,2025-03-23,07:00:00,15:30:00,Exhibit Hall CD Foyer - Music City Center,
APhA-APPM Nuclear Pharmacists' Breakfast Special Interest Group (SIG) Annual Meeting and Open House(ticket required),2025-03-23,07:00:00,08:30:00,202 - Music City Center,Nuclear pharmacists and student pharmacists interested in nuclear pharmacy practice are encouraged to attend this session to learn more about SIG activities and opportunities to get involved. Network with colleagues and have a voice in determining the future agenda for the Nuclear Pharmacy Practice SIG. The 2025  William H. Briner Distinguished Achievement Award in Nuclear Pharmacy Practice recipient will be honored during this session.  All APhA2025 participants are welcome. (Ticketed event) Supported by Novartis
Advancing Acute Pain Care: Breakthrough Non-Opioid Therapies and Pharmacists' Critical Role,2025-03-23,07:00:00,08:30:00,Broadway Ballroom G-H - Omni Nashville,"This program will deliver a 1.5-hour live in-person symposium during the 2025 APhA Annual Meeting & Exposition in Nashville, TN. The educational activity will feature two expert pharmacy faculty who are experts in the field and with experience in the therapeutic area proposed. Speakers: Chris M. Herndon, PharmD, BCACP Professor and Vice Chair Department of Pharmacy Practice Southern Illinois University Edwardsville Edwardsville, Illinois Tanya J. Uritsky, PharmD, BCPP Opioid Stewardship Coordinator Hospital of the University of Pennsylvania Philadelphia, Pennsylvania Live in-person Symposium with Live Simulcast and Enduring Program, offered by Pharmacy Times Continuing Education (PTCE). This activity is supported by an educational grant from Vertex."
Christian Pharmacists Fellowship International (CPFI) Prayer Breakfast,2025-03-23,07:45:00,08:30:00,209A - Music City Center,
APhA Foundation Annual Contributors' Breakfast (by invitation only),2025-03-23,07:45:00,09:30:00,Broadway Ballroom F - Omni Nashville,
APhA-ASP Chapter Advisor and Chapter President Workshop,2025-03-23,08:00:00,09:30:00,205 - Music City Center,"With the new academic year and chapter transitions on the horizon, Chapter Advisors, Chapter Presidents and Presidents-elect will join together to build their team, discuss ideas, develop strategies and set chapter goals."
APhA House of Delegates Office Hours,2025-03-23,08:00:00,15:00:00,Board Room A - Music City Center,
Purdue Meeting Room,2025-03-23,08:00:00,17:00:00,203AB - Music City Center,
APhA-ASP Career Options: Rutgers Industry Fellowship Program,2025-03-23,08:00:00,09:50:00,207CD - Music City Center,The Rutgers Industry Fellowship Program is an industry-based training program that partners with the leading pharmaceutical and biopharmaceutical companies. It is designed for individuals with a Doctor of Pharmacy to further their experience in the pharmaceutical industry through work experience and clinical research. Come and learn about the many career paths and opportunities for a PharmD in pharmaceutical and biopharmaceutical industries. Session supported by Rutgers Industry Fellowship Program.
"University of Rhode Island, COP, Alumni & Friends Breakfast",2025-03-23,08:00:00,09:30:00,Cumberland 1 - Omni Nashville,
Wellness Lounge,2025-03-23,08:00:00,17:00:00,210 - Music City Center,"Take a moment for yourself at the Well-being Room, a dedicated space designed to help you relax, recharge, and refocus during APhA2025. Whether you need a quiet break, a guided mindfulness session, or simple breathing exercises to reset your energy, this space offers a peaceful retreat. Drop in anytime during APhA2025 to unwind, explore stress-relief techniques, and return to your meeting feeling refreshed and recharged."
APhA-ASP Career Options: Community-based Pharmacy Residency Programs supported by University of North Carolina at Chapel Hill Community-based Pharmacy Residency Programs,2025-03-23,08:30:00,09:30:00,208AB - Music City Center,
APhA-ASP Career Opportunities: Health System Pharmacy Administration & Leadership Residency,2025-03-23,08:30:00,09:30:00,207AB - Music City Center,
"Butter, Biscuits, and Balance: Fall prevention in older adults",2025-03-23,08:45:00,09:45:00,101AB - Music City Center,"Studies show a significant correlation between polypharmacy and an increased risk of falls, with recent data revealing that 14.8% of older adults admitted to the hospital for falls had reported heightened polypharmacy use. This session will provide insights into optimizing medication management in older adults, aiming to prevent falls and improve overall safety. Join us to gain insights on how to effectively balance the benefits and risks of medications in this vulnerable population. ACPE Number: 0202-0000-25-049-L01-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
Let Me Let You Lead: Leadership Development for Pharmacy Technicians,2025-03-23,08:45:00,09:45:00,106AB - Music City Center,"Pharmacy technicians are increasingly stepping in to more robust leadership roles in the pharmacy. Whether you're just starting your career or looking to become a leader, this session is designed to inspire and empower. Join us at this session to gain valuable insights in leadership theory, develop leadership skills, and discover ways to become a leader in your pharmacy. ACPE Number: 0202-0000-25-086-L04-T Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
Ciao! An Update on New and Expiring Patented Medications,2025-03-23,08:45:00,09:45:00,105AB - Music City Center,"Every year, the Center for Drug Evaluation and Research approves between 20 and 60 novel drugs. Additionally, patents that limit the production of medications expire 20 years from New Drug Application filing with most patents seeing a market lifetime of ~12.5 years. In 2025, drugs like Xarelto, Entresto, Farxiga, and Prolia (combined 2023 sales of ~ $20 billion) will become available for generic manufacture. Attend this session to learn about medications that are coming down the pipeline and what medications are soon to be generic. ACPE Number: 0202-0000-25-042-L03-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
The Bucking Bronco: When CGM Goes Wild,2025-03-23,08:45:00,09:45:00,104ABC - Music City Center,"Continuous glucose monitoring (CGM) has become an essential part of improving outcomes in people with diabetes. But what happens when things don't go just right? Attend this session to learn how to differentiate between good and bad data and troubleshoot issues when they occur. ACPE Number: 0202-0000-25-027-L01-P Number of Hours: 1 Activity Type: Application-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
Saddle Up for NADAC Insights,2025-03-23,08:45:00,09:45:00,102AB - Music City Center,"The national average drug acquisition cost (NADAC) has impacted pharmacy ingredient cost reimbursement as a primary benchmark for ingredient cost payments.  Attend this session to hear directly from APhA about the methodology behind NADAC and measures being taken on reimbursement. ACPE Number: 0202-0000-25-023-L03-P/T Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
"Me, a Preceptor? Shut Up! New Practitioner's Guide to Precepting",2025-03-23,08:45:00,09:45:00,103C - Music City Center,"Is becoming a preceptor part of your pharmacy fairytale ending ? Attend this session w here your experts in precepting wi ll go over the ins and out s of beginning your precepting journey , from what it takes to become a preceptor to how to set your student pharmacists up for success . Hear from preceptors both in clinical and non-traditional space s to pick up pearls that fit your situation best. ACPE Number: 0202-0000-25-075-L04-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
Bad Blood: OSHA Training (APhA's Version),2025-03-23,08:45:00,09:45:00,103AB - Music City Center,"Don’t let “bad blood” get you down ! Learn how to be p rotect ed from bloodborne pathogen s by attending a n essential Occupational Safety and Health Administration (OSHA) education session . With this training, find out strategies to minimize risks for exposure and respond to potential incidents . ACPE Number: 0202-0000-25-058-L03-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
Nuclear - Endotoxin Testing,2025-03-23,08:45:00,09:45:00,201AB - Music City Center,"ACPE Number: 0202-0000-25-121-L07-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
APhA-ASP Power of Student Pharmacists Showcase,2025-03-23,09:00:00,10:00:00,Karl Dean Ballroom Foyer - Music City Center,"Network and get inspired as you explore the innovations of APhA-ASP chapters, meet the candidates for APhA-ASP National Office, and discover how to use your skills to serve the community."
APhA Third General Session,2025-03-23,10:00:00,11:00:00,Karl Dean Ballroom - Music City Center,"Jade Simmons Jade Simmons is a world-class concert artist and transformational speaker who redefines what it means to be bold. Nicknamed Classical Music’s #1 Maverick, Jade’s genre-bending performances blend Beethoven, rap, and riveting storytelling, making her one of the most sought-after keynote speakers year after year."
Exposition,2025-03-23,11:00:00,15:00:00,Exhibit Hall CD - Music City Center,
APhA-ASP Operation Diabetes,2025-03-23,11:30:00,12:30:00,207AB - Music City Center,Join fellow student pharmacists and the APhA-ASP Member Engagement Standing Committee to network and discover opportunities to help your community through Operation Diabetes. All current and incoming Operation Diabetes Chairs are highly encouraged to attend this session. Session supported by Health Mart by McKesson.
Headshot Cafe,2025-03-23,11:30:00,15:30:00,Exhibit Hall CD Foyer - Music City Center,"Visit the Headshot Café on Saturday, March 22, 2025, and Sunday, March 23, 2025, from 11:30 am to 3:30 pm ET for a complimentary professional headshot. Stop by Rite Aid’s booth (#717) during Exhibit Hall hours to receive your headshot voucher."
APhA New Practitioner Chapter Mentor Townhall,2025-03-23,11:30:00,12:30:00,101DE - Music City Center,Learn more about the role of serving as a mentor to APhA-ASP Chapters and share your thoughts on the opportunity.
APhA-ASP Innovative Programming Award Showcase,2025-03-23,11:30:00,13:00:00,101C - Music City Center,The Innovative Programming Showcase is your opportunity to learn from 8 APhA-ASP chapters that have created unique projects and opportunities for student pharmacists. The chapter with the best innovative idea will be recognized during the final session of the APhA-ASP House of Delegates.
APhA-ASP Operation Immunization,2025-03-23,11:30:00,12:30:00,208AB - Music City Center,Join fellow student pharmacists and the APhA-ASP Member Engagement Standing Committee to network and discover opportunities to help your community through Operation Immunization. All current and incoming Operation Immunization Chairs are highly encouraged to attend this session. Session supported by Walgreens.
Tech Talk: The Path Forward: Reimagining the Modern Community Pharmacy,2025-03-23,11:30:00,11:45:00,Exhibit Hall CD: Tech Talk Stage - Music City Center,"Today’s pharmacies are facing a perfect storm—financial pressures, labor shortages, and technology fragmentation—that keep them in survival mode instead of growing their business. Discover how you can use automation and actionable insights to digitally transform the patient-pharmacy experience and put it at the center of your business. Speaker: Jason Ausili, Pharm.D., MSLS, Head of Pharmacy Transformation Sponsor: EnlivenHealth"
Presentation Theater #3: Helping to Protect Eligible Individuals from COVID-19: Updates to Burden of Disease and Information on a Vaccine Option From BioNTech and Pfizer,2025-03-23,12:00:00,13:00:00,Exhibit Hall CD - Music City Center,"This presentation is intended to provide Healthcare Professionals with information on COVID-19 burden of disease, SARS-CoV-2 variant overview, mechanism of action of mRNA COVID-19 vaccines, COVID-19 vaccination recommendations, and share clinical trial and real-world data on a COVID-19 vaccine option from BioNTech and Pfizer SPEAKER: Stephan L. Foster, PharmD, FAPhA, FNAP Presented by Pfizer"
Presentation Theater #1: Unlocking the Power of the Gut Microbiome for Better Health,2025-03-23,12:00:00,13:00:00,Exhibit Hall CD - Music City Center,"SPEAKER: Emeran Mayer, MD Explore how a healthy gut microbiome supports overall well-being. This session will cover the latest research, the impact of diet and biotics on gut health, and the gut-brain-immune connection. You'll also discuss practical tips for recommending personalized strategies to support your patients' gut health. Presented by Nature Made"
Presentation Theater #2: The Risk of Respiratory Syncytial Virus (RSV): Disease Burden and Vaccination,2025-03-23,12:00:00,13:00:00,Exhibit Hall CD - Music City Center,"Explore the impact of RSV disease on older adults, especially those with chronic pulmonary, cardiovascular conditions, diabetes and immunocompromised states. Delve into clinical trial data on AREXVY vaccine's efficacy in preventing RSV related LRTD and considerations for RSV vaccination in this vulnerable population. SPEAKER: Suzanne Soliman, PharmD Presented by GSK"
APhA-ASP How to Guide: Storytelling,2025-03-23,13:00:00,14:00:00,202 - Music City Center,
APhA House of Delegates Policy Reference Committee Open Hearing,2025-03-23,13:00:00,15:00:00,104DE - Music City Center,
New Practitioner Advisory Committee and Standing Committees Meeting (closed session),2025-03-23,13:00:00,14:00:00,101DE - Music City Center,Closed session - by invitation only
Tech Talk: AI in Pharmacy - An Overview of trends and opportunities,2025-03-23,13:00:00,13:15:00,Exhibit Hall CD: Tech Talk Stage - Music City Center,"Artificial Intelligence is rapidly transforming the pharmacy landscape, from automating dispensing processes to enabling data-driven clinical decision-making. Drawing from his experience leading MedMe Health, Nick will explore the biggest AI-driven breakthroughs shaping the future of pharmacy and their role in addressing challenges such as pharmacist shortages and increasing healthcare demands. Speaker: Nicholas Hui, Co-Founder and Chief Product Officer Sponsor: MedMe Health"
Presentation Theater #1: 4Fs of Atrial Fibrillation: A Roundtable Discussion on Pharmacists’ Crucial Roles in AFib Management.,2025-03-23,13:30:00,14:30:00,Exhibit Hall CD - Music City Center,"Atrial fibrillation, or AFib, is the most common type of irregular heartbeat. To help ensure all patients with AFib receive the most appropriate care, this roundtable discussion will address the barriers to anticoagulation in patients with AFib, potential solutions from a pharmacist’s perspective, and identify gaps and opportunities in a pharmacist’s role related to AFib care. SPEAKER(S): Robert Page, PharmD; Jerica Singleton, PharmD; Lisa Smith, PharmD MBA; Cody Parsons, PharmD; Arthur Allen PharmD Presented by American Heart Association"
Presentation Theater #2: Pneumococcal Vaccination in Adults: Implementing the latest CDC Recommendations,2025-03-23,13:30:00,14:30:00,Exhibit Hall CD - Music City Center,"Learn about implementing the latest CDC pneumococcal vaccination recommendation for all eligible adults aged 50+ and aged 19-49 with certain underlying medical conditions, addressing the unmet need for protection against pneumococcal disease in adults at increased risk, and the role of healthcare providers in improving adult pneumococcal vaccination rates. SPEAKER: Ruth Carrico, PhD, DNP, APRN, FNP-C, CIC, FSHEA, FNAP, FAAN Presented by Pfizer"
APhA Foundation IMPACT Care Transformation Forum,2025-03-23,13:30:00,14:30:00,209B - Music City Center,Hear from our research and innovation leadership about recent strides in Project IMPACT. This session will be a high-level overview of our work in pharmacies around the country.
Presentation Theater #3: Find the Clue to a Treatment Option for Type 2 Diabetes,2025-03-23,13:30:00,14:30:00,Exhibit Hall CD - Music City Center,"Do you hold the key? Plan to attend our presentation and interactive Escape the Room virtual challenge to find your way out. Please join our program where we will evaluate the efficacy and safety profile of a once-daily GLP-1 RA, from a head-to-head trial vs a DPP-4i in adult patients with T2D. Review important details for proper handling, dosing, and administration of GLP-1 RA for improving glycemic control. The 20-minute presentation will be followed by an interactive Escape the Room virtual activity which will incorporate a series of puzzles that Healthcare Providers will solve using clues and hints to test their knowledge and successfully “escape the room.” SPEAKER: Melody L. Hartzler, PharmD, BCACP, BC-ADM, ABAAHP Presented by Novo Nordisk"
APhA-ASP Chapter Delegate Check-in,2025-03-23,14:00:00,14:30:00,Davidson Ballroom - Music City Center,Student pharmacists representing their chapter in the APhA-ASP House of Delegates can check-in and collect their chapter delegate materials.
Your Sweet Tea: Annual Diabetes Update,2025-03-23,14:00:00,16:00:00,104ABC - Music City Center,"The landscape of diabetes management continues to evolve rapidly, with the prevalence of diabetes on the rise. This can't-miss session will provide you with essential updates and the latest developments in the world of diabetes to keep you up to date. ACPE Number: 0202-0000-25-025-L01-P Number of Hours: 2 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
We Are Never Getting Back Together: Discharging a Patient from Your Service,2025-03-23,14:00:00,15:00:00,103AB - Music City Center,"It's a fact that pharmacists make a difference in patient care. However, how do pharmacists know when it is time for a patient to move on from their service? Attend this session to discuss how pharmacists can evaluate their patient load, know when it's appropriate to discharge a patient back to their primary care physician, and implement steps to prevent patients from bouncing back to their care. ACPE Number: 0202-0000-25-032-L04-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
The Devil Went Down to Georgia: Benzodiazepines in Older Adults,2025-03-23,14:00:00,15:00:00,101AB - Music City Center,"Despite the plethora of evidence regarding adverse effects associated with benzodiazepine use in older adults, the class continues to be prescribed. One study estimated a prevalence of use in 13.5% of adults over 65, with even higher rates in those aged 89. Attend this session to learn the latest evidence related to the use of benzodiazepines in older adults, including potential long-term effects and scenarios where their use is appropriate. ACPE Number: 0202-0000-25-051-L01-P Number of Hours: 1 Activity Type: Application-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
Blank Space: Discussing Pharmacy Deserts,2025-03-23,14:00:00,15:00:00,106AB - Music City Center,"Historically, a significant percentage of the U.S. population live within close proximity to a pharmacy. Access to pharmacy services has been linked to improved patient outcomes, medication adherence and overall wellness. Attend this presentation to hear an expert review trends in pharmacy closures, the impact on patients across the U.S., and potential solutions to mitigate this issue. ACPE Number:0202-0000-25-061-L99-P/T Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
We Didn't Start the Fire: Stopping Burnout Before It Starts,2025-03-23,14:00:00,15:00:00,103C - Music City Center,"Are you burnt out on talking about burn out? Do you want real world solutions that can prevent and correct burn out in your pharmacy and practice? Attend this session to hear from pharmacist(s) who have developed programs that reversed burnout in their practices and implemented coaching strategies to support new practitioners, students, and residents. ACPE Number: 0202-0000-25-081-L04-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
Preparing Learners for Patient Loss,2025-03-23,14:00:00,15:00:00,102AB - Music City Center,"Experiencing the death of a patient is never easy. The first time you lost a patient, were you a student or resident? Did you receive guidance on how to work through your feelings around the loss? Attend this session to learn how preceptors can prepare their learners for patient loss and what coping mechanisms they can use to reflect on this part of patient care. ACPE Number: 0202-0000-25-084-L04-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
Loves the Only House: The Technicians Role in Health Equity,2025-03-23,14:00:00,15:00:00,105AB - Music City Center,"Did you know that pharmacy technicians are now improving access to care across the country? Through an innovative health equity initiative, technicians have been trained as community health workers and are better addressing patient needs at the point of care. Attend this session to learn more about how pharmacy technicians are making a difference every day. ACPE Number: 0202-0000-25-087-L04-P/T Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
PharmTalk®: Inspiring Innovative Pharmacy Education Models,2025-03-23,14:00:00,15:00:00,101C - Music City Center,"Educating the next generation of pharmacists is no easy task. Creativity is essential to building an effective pharmacy workforce for the future. Attend this session to hear about innovative experiences that educators from all walks of life have developed to increase learner clinical competency and inspire the future of pharmacy. ACPE Number: 0202-0000-25-107-L99-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
Dean's Hour,2025-03-23,14:00:00,15:30:00,207CD - Music City Center,
Nuclear - Radiation Safety,2025-03-23,14:00:00,16:00:00,201AB - Music City Center,"Attend this session for the latest updates on: Bioassays – needs, outcomes, risks, etc Waste management – what long-lived contaminants may be present and how can the pharmacy help clinical sites manage Potential for hospital set-up ACPE Number: 0202-0000-25-122-L05-P Number of Hours: 2 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
PharmTalk® - From Carbs to Capsules: Student Logs That Matter!,2025-03-23,14:00:00,15:00:00,101C - Music City Center,This presentation is an accepted proposal from the Inspiring Innovative Pharmacy Education Models PharmTalk category.
PharmTalk® - Using Mentorship to Advance Pharmacogenomics Clinical Research,2025-03-23,14:00:00,15:00:00,101C - Music City Center,This presentation is an accepted proposal from the Inspiring Innovative Pharmacy Education Models PharmTalk category.
PharmTalk® - So You Think You Can Topic Discussion? A Preceptor’s Approach to Promote Effective Topic Discussions,2025-03-23,14:00:00,15:00:00,101C - Music City Center,This presentation is an accepted proposal from the Inspiring Innovative Pharmacy Education Models PharmTalk category.
PharmTalk® - Navigating Growth: A Platform for Student Pharmacists’ Self-Assessment and Reflective Learning,2025-03-23,14:00:00,15:00:00,101C - Music City Center,This presentation is an accepted proposal from the Inspiring Innovative Pharmacy Education Models PharmTalk category.
APhA-ASP House of Delegates- Final Session,2025-03-23,14:30:00,16:30:00,Davidson Ballroom - Music City Center,"In the final session of the APhA-ASP House of Delegates, the recipient of the APhA Good Government Student Pharmacist of the Year and 2025 APhA-ASP Innovative Programming Award will be recognized. Delegates will debate and vote on new business items and elect the 2025-26 APhA-ASP National Executive Committee. APhA2025 student programming will conclude with the address of the incoming APhA-ASP National President, Rachel Lucky. For more information on the APhA-ASP HOD: https://www.pharmacist.com/apha-asp-house-delegates"
APhA Foundation Incentive Grants Learning Extension Networking Session,2025-03-23,14:30:00,15:30:00,209B - Music City Center,
Tech Talk: Find Your New Love: Introducing CurifyLabs’ Automated Compounding System Solution for Non-Sterile Drugs,2025-03-23,14:30:00,14:45:00,Exhibit Hall CD: Tech Talk Stage - Music City Center,"Join us to discover how CurifyLabs’ Automated Compounding System is revolutionizing non-sterile drug manufacturing. Used in 30+ European hospitals and pharmacies, now expanding to the US and Canada, our technology enhances efficiency, quality control, and flexible dosing—delivering safer compounded medicines through automation. Don’t miss this breakthrough! Speaker: Dr. Niklas Sandler Sponsor: CurifyLabs"
JAPhA Board,2025-03-23,15:00:00,16:00:00,206A - Music City Center,
Networking Session: Health equity in practice,2025-03-23,15:00:00,15:30:00,104-106 Hallway - Music City Center,"Pharmacists play a critical role in bridging health disparities and ensuring equitable care for all. Join this open networking session at APhA2025 to connect with peers who are passionate about integrating health equity into pharmacy practice. Share experiences, discuss challenges and successes, and explore strategies to promote inclusive, patient-centered care. Whether you're engaged in advocacy, community outreach, or implementing health equity initiatives in your practice, this is your opportunity to collaborate, learn, and inspire change. Let’s work together to make healthcare more accessible and equitable for everyone! The networking sessions at APhA 2025 are designed to give you a chance to network and connect in whatever way you’d like. They are not moderated or structured. Feel free to talk about an education session you just attended, talk about a common practice interest, exchange thoughts on best practices, or simply network and catch up with (or make new) friends."
Networking Session: New practitioners uniting with mentors,2025-03-23,15:00:00,15:30:00,101-103 Hallway - Music City Center,"Starting your pharmacy career is an exciting journey, and having the right guidance can make all the difference. Join this open networking session at APhA2025 to connect with experienced mentors and fellow new practitioners in an informal, collaborative setting. Whether you're seeking career advice, exploring different practice areas, or looking to build lasting professional relationships, this is your opportunity to engage in meaningful conversations and gain valuable insights. Let’s unite, share experiences, and support each other in shaping the future of pharmacy! The networking sessions at APhA 2025 are designed to give you a chance to network and connect in whatever way you’d like. They are not moderated or structured. Feel free to talk about an education session you just attended, talk about a common practice interest, exchange thoughts on best practices, or simply network and catch up with (or make new) friends."
APhA Policy Reference Committee Executive Session,2025-03-23,15:00:00,17:00:00,204 - Music City Center,
"Howlin' Green, Green Rocky Road: A Medical Marijuana and SUD Considerations",2025-03-23,15:30:00,16:30:00,102AB - Music City Center,"The DEA has proposed changes to reclassify marijuana to a Schedule III substance. Are you curious about how that could affect your patients with substance use disorders? It could be a green, green rocky road. Attend this session to hear from an expert on the latest updates regarding the efficacy and safety of marijuana, including its interactions with other drugs and diseases, side effects, and how reclassification by the DEA could impact the management of SUD in your practice. ACPE Number: 0202-0000-25-072-L03-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
Fixin' To Address Vaccine Misinformation,2025-03-23,15:30:00,16:30:00,101AB - Music City Center,"There is an overabundance of information that reaches our patients regarding the safety and/or efficacy of vaccines. How can pharmacy professionals address misinformation that prevents patients from receiving appropriate immunizations? Attend this session to work through common myths about receiving vaccines. Tips to lessen patient hesitancy through motivational techniques will also be discussed. ACPE Number: 0202-0000-25-057-L05-P/T Number of Hours: 1 Activity Type: Application-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships. This activity is supported by independent educational grants from Merck and Sanofi."
"Another Day, Another Slay: Empowering New Practitioners",2025-03-23,15:30:00,16:30:00,103C - Music City Center,"This session is designed to support career growth and professional success for new professionals. Participants will gain valuable insights in working towards work-life balance, finding mentors, networking effectively, advocating for professional development funds, and how to continue to engage in with professional organizations. Join this session to gain the essential strategies needed to excel in your pharmacy journey. ACPE Number: 0202-0000-25-074-L99-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
Hitting the Right Notes in Clinical Pharmacy Services,2025-03-23,15:30:00,16:30:00,103AB - Music City Center,"By diversifying services and exploring collaborative models, pharmacies can enhance their financial stability while providing valuable, person-centered care that addresses various health needs. Attend this session to learn about clinical services to offer and how to evaluate your opportunities from pharmacists who have successfully implemented clinical business models to enhance pharmacy profitability. ACPE Number: 0202-0000-25-078-L04-P Number of Hours: 1 Activity Type: Knowledge-based View speaker profiles for disclosure of financial relationships. If disclosures are not listed, the speaker has no financial relationships."
